gene	gfp_1	gfp_2	gfp_3	mep50_1	mep50_2	mep50_3	prmt5_1	prmt5_2	prmt5_3
MYO7A	2.9894306480366666	4.283193379247566	4.211674886262159	2.9353530020012273	3.3508905189174594	3.0439937839384092	3.2594514626578697	3.507182437334382	3.0072609174768083
MYO7B	0	0.15297119211598448	0.1452301684917986	1.0483403578575812	0.9855560349757233	0.2899041698988961	0.17155007698199315	0.26978326441033706	0
MYO9A	53.80975166466	45.2794728663314	53.009011499506485	51.15900946344996	47.89802329982015	50.00846930755958	46.31852078513815	47.88652943283483	52.16943939448898
MYO9B	92.67235008913666	89.18220500361895	86.55718042111197	90.99594306203805	93.43071211569857	99.29217819037191	97.6119938027541	98.47089150977303	101.72386929551986
MYOF	244.78161541570822	245.67173453827107	242.67961154979545	432.3355635804665	408.2173096869446	427.028842261074	491.66252063039235	502.06665506763727	516.7258759073194
MYOM1	0.5275465849476471	0.30594238423196896	0.5809206739671944	0.41933614314303247	0.7884448279805787	0.14495208494944806	0	0.26978326441033706	0.1307504746729047
MYOM2	1.2309420315445097	1.0707983448118914	0.5809206739671944	1.2580084294290974	0.39422241399028934	1.4495208494944807	1.5439506928379383	1.3489163220516853	2.0920075947664754
MYOM3	10.726780560602156	9.637185103307022	9.29473078347511	11.951080079576425	15.768896559611573	14.495208494944805	10.979204926847562	11.735572001849663	10.198537024486567
MYPN	0.8792443082460784	1.9886254975077982	2.0332223588851805	0.6290042147145487	1.774000862956302	1.4495208494944807	0.6862003079279726	1.3489163220516853	0.7845028480374283
MYPOP	9.671687390706863	9.025300334843084	14.813477186163457	14.676765010006136	9.2642267287718	10.726454286259155	11.150755003829556	10.11687241538764	12.290544619253042
MYRF	33.23543485170176	31.665036768008786	30.06264487780231	58.707060040024544	62.48425261746086	57.98083397977922	37.3979167820745	36.690523959805844	40.00964524990884
MYSM1	56.44748458939823	57.517168235610164	54.89700368989987	66.67444675974217	56.37380520061138	65.80824656704942	64.15972879126544	66.36668304494292	59.49146597617164
MYT1	0.7033954465968627	0.7648559605799223	0.726150842458993	0	0.7884448279805787	0.7247604247472403	0.6862003079279726	0.5395665288206741	0.2615009493458094
MZF1	14.419606655235686	14.68523444313451	16.41100903957324	14.047760795291587	12.615117247689259	10.001693861511916	14.410206466487425	15.917212600209886	15.428556011402756
MZF1-AS1	1.5826397548429412	1.5297119211598447	1.7427620219015831	1.6773445725721299	1.1826672419708681	1.0146645946461363	2.401701077747904	2.2931577474878653	0.915253322710333
MZT1	67.70181173494804	65.01275664929341	65.93449649527656	63.319757614597904	64.45536468741231	69.86690494563396	67.4191802539233	63.53395876863438	48.246925154301834
MZT2A	18.63997933481686	16.979802324874278	17.137159882032233	20.337802942437076	25.624456909368806	30.294985754434645	22.4730600846411	23.87581890031483	18.56656740355247
MZT2B	43.08297110405784	43.13787617670762	40.66444717770361	49.691332962449344	56.768027614601664	52.90751100654854	46.661620939102136	44.514238627705616	42.36315379402112
N4BP1	49.589378985078824	51.704262935202756	57.946837228227636	47.38498417516267	47.89802329982015	49.13875679786289	56.09687517311176	57.05916042278629	52.56169081850769
N4BP2	97.94781593861313	94.84213911191037	91.49500614983312	88.06059006003682	85.34915262889764	92.9142864525962	90.57844064649238	84.4421617604355	90.47932847365006
N4BP2L2	50.82032101662333	55.06962916175441	53.299471836490085	42.77228660058931	40.6049086409998	44.21038590958166	51.29347301761595	44.649130259910784	48.90067752766636
N4BP2L2-IT2	1.2309420315445097	1.0707983448118914	1.0166111794425903	2.0966807157151623	0.39422241399028934	2.0293291892922727	1.5439506928379383	2.2931577474878653	2.4842590187851896
N4BP3	3.868674956282745	3.0594238423196893	2.178452527376979	2.3063487872866784	1.9711120699514466	2.8990416989889614	3.7741016936038494	2.562941011898202	4.184015189532951
N6AMT1	8.08904763586392	6.424790068871348	8.423349772524318	7.338382505003068	5.91333620985434	8.552173012017436	6.347352848333746	9.037739357746291	7.845028480374283
N6AMT2	5.978861296073333	4.43616457136355	5.373516234196548	6.080374075573971	4.3364465538931825	5.363227143129578	7.376653310225706	7.2841481390791	7.322026581682664
NAA10	68.22935831989568	62.718188767553634	67.96771885416175	69.19046361860036	76.47914831411613	70.44671328543176	67.76228040788729	67.17603283817392	66.94424303252721
NAA15	272.5657355562843	283.7615613751512	281.4560665371057	284.1002369794045	287.58525100591606	288.4546490494016	294.20838202411824	290.55657576993303	302.2950974437557
NAA16	45.01730858219921	44.3616457136355	44.004741053014975	55.981375109594836	46.518244850854146	50.44332556240792	45.97542063117417	42.22108088021775	45.23966423682503
NAA20	109.9055385307598	112.89273978159655	118.07212698383226	104.41469964261509	104.86316212141696	106.82968660774321	114.59545142397143	112.90429615572606	104.46962926365086
NAA25	137.16211208638822	138.74487124919793	138.69481090966767	136.49391459305707	123.58872678595571	130.02202019965492	137.06851150861252	148.65057869009573	141.7335145454287
NAA30	62.95389247041921	67.0013821468012	62.158512114489795	56.19104318116635	55.78247157962594	55.8065527055375	60.900277328607565	66.09689978053258	60.53746977355488
NAA35	43.61051768900549	49.40969505346299	53.444702004981885	57.02971546745242	49.67202416277646	51.023133902205714	53.86672417234585	50.9890369735537	59.22996502682583
NAA38	29.894306480366666	35.18337418667643	30.643565551769502	34.175895666157146	29.369569842276555	32.46926702867636	31.393664087704746	32.239100097035276	33.3413710415907
NAA40	45.01730858219921	41.76113544766376	39.357375661277416	46.33664381730509	44.15291036691241	43.77552965473331	40.657368244732375	39.52324823611438	40.00964524990884
NAA50	262.01480385733134	250.2608703017506	249.6506596374018	256.4240515319644	251.5139001258046	259.17432788961315	263.5009182443415	276.3929543883903	258.1014370043139
NAA60	68.22935831989568	66.54246857045325	60.41575009258821	66.04544254502761	68.00336641332491	66.09815073694831	60.0425269436976	59.75699306688966	60.79897072290069
NAAA	21.805258844502745	23.098650009513655	20.6226839258354	23.692492087581336	22.66778880444164	23.19233359191169	18.52740831405526	12.679813427285842	15.951557910094374
